adjudication_class,component,record_id,requirement,status,pass,failure_reason,proof_boundary
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x30.d20rho1.d21y50.d22x50.d23y50.d24x50.d25y31.d26x31.d27rho0,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x31.d20rho0.d21x51.d22y50.d23y50.d24x51.d25y31.d26rho1.d27x30,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho0.d20x51.d21y50.d22x31.d23y50.d24x51.d25y31.d26x31,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho1.d20x51.d21y50.d22x31.d23y50.d24x51.d25y31.d26x31.d27rho0,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho0.d20y50.d21x50.d22x31.d23y50.d24x50.d25y31.d26x31,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho1.d20y50.d21x50.d22x31.d23y50.d24x50.d25y31.d26x31.d27rho0,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x31.d20rho0.d21x51.d22y50.d23y50.d24x50.d25y31.d26rho1.d27x30,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x31.d20rho1.d21x51.d22y50.d23y50.d24x51.d25y31.d26rho0.d27x30,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y30.d18y50.d19x30.d20rho0.d21x51.d22y50.d23y50.d24x51.d25x31.d26y31,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y30.d18y50.d19x30.d20rho0.d21y50.d22x50.d23y50.d24x50.d25x31.d26y31,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x31.d20rho0.d21x51.d22y50.d23y50.d24x51.d25y30.d26rho0.d27x30,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho0.d17y31.d18y50.d19x51.d20y50.d21x31.d22y50.d23x51.d24y31.d25rho1.d26x31.d27rho1,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho1.d17y30.d18y50.d19rho1.d20y50.d21x50.d22x31.d23y50.d24x51.d25y31.d26x31.d27rho0,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x31.d20rho0.d21y50.d22x50.d23y50.d24x50.d25y30.d26rho0.d27x30,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x31.d20rho0.d21y50.d22x50.d23y50.d24x50.d25y31.d26rho0.d27x30,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x30.d20rho1.d21x51.d22y50.d23y50.d24x50.d25y31.d26x31.d27rho0,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x31.d20y50.d21x50.d22y50.d23x50.d24y30.d25rho1.d26rho1.d27x30,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho0.d17y31.d18y50.d19x51.d20y50.d21x31.d22y51.d23x51.d24y30.d25rho1.d26x31.d27rho1,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho0.d17y31.d18y50.d19y50.d20x50.d21x31.d22y51.d23x50.d24y30.d25rho1.d26x31.d27rho1,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20y50.d21x50.d22y50.d23x50.d24y31.d25x30.d26rho1.d27rho1,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20y50.d21x50.d22y50.d23x50.d24y31.d25x31.d26rho1.d27rho1,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho0.d17y31.d18y50.d19x51.d20y50.d21x31.d22y51.d23x51.d24y31.d25rho1.d26x31.d27rho1,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho0.d20x51.d21y50.d22x31.d23y51.d24x51.d25y30.d26x31,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho0.d20x51.d21y50.d22x31.d23y51.d24x51.d25y31.d26x31,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho0.d17y31.d18y50.d19y50.d20x50.d21x31.d22y50.d23x50.d24y31.d25rho1.d26x31.d27rho1,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho0.d17y31.d18y50.d19y50.d20x50.d21x31.d22y51.d23x50.d24y31.d25rho1.d26x31.d27rho1,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho0.d20y50.d21x50.d22x31.d23y51.d24x50.d25y30.d26x31,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho1.d17y31.d18y50.d19rho0.d20y50.d21x50.d22x31.d23y51.d24x50.d25y31.d26x31,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20x51.d21y50.d22y50.d23x50.d24y30.d25x31.d26rho1.d27rho1,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x30.d16rho1.d17y30.d18y50.d19rho0.d20y50.d21x50.d22x31.d23y50.d24x51.d25y31.d26x31,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x31.d20rho0.d21x51.d22y50.d23y50.d24x51.d25y30.d26rho1.d27x30,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x31.d20rho0.d21y50.d22x50.d23y50.d24x50.d25y30.d26rho1.d27x30,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x31.d20rho0.d21y50.d22x50.d23y50.d24x50.d25y31.d26rho1.d27x30,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x31.d20rho1.d21y50.d22x50.d23y50.d24x50.d25y31.d26rho0.d27x30,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x51.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x31.d20y50.d21x50.d22y50.d23x50.d24y31.d25rho1.d26rho1.d27x30,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x31.d20x51.d21y50.d22y50.d23x50.d24y30.d25rho1.d26rho1.d27x30,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20x51.d21y50.d22y50.d23x50.d24y30.d25x30.d26rho1.d27rho1,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20x51.d21y50.d22y50.d23x50.d24y31.d25x30.d26rho1.d27rho1,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho1.d17y31.d18y50.d19x31.d20rho1.d21x51.d22y50.d23y50.d24x50.d25y31.d26rho0.d27x30,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
EVENT_AWARE,H004,A062-D060-00006002.d1rho1.d2rho1.d3y51.d4x51.d5y31.d6x31.d7rho0.d8y51.d9x51.d10y30.d11x30.d12rho1.d13x50.d14y30.d15x31.d16rho0.d17y31.d18y50.d19x30.d20x51.d21y50.d22y51.d23x51.d24y30.d25x30.d26rho1.d27rho1,common_source_event_aware_interval_replay_required,pass_event_aware_interval_replay,True,,candidate_final_adjudication_replay_not_external_formalization
